;id;date;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;dis_super;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;sqft_living15;sqft_lot15;ahf1;ahf2;ahf3
75;3832050580;20140502T000000;99999999.0;3;2.5;2540;5050;2.0;0.0;1236.3;0.0;3.0;7.0;2540.0;0.0;2006.0;0;98042;47.3358;-122.055;2280;5050;78.47745933509654;133.08841282227095;211.5658721573675
76;3031200246;20140711T000000;250000.0;3;1.0;920;4429;1.0;0.0;681.9;0.0;3.0;7.0;920.0;0.0;1952.0;0;98118;47.5369;-122.291;1320;7860;48.91995800184267;90.1526883249803;139.07264632682296
77;9136103130;20150512T000000;685000.0;2;1.5;1090;4013;1.5;0.0;406.96;0.0;3.0;7.0;1090.0;0.0;1900.0;0;98103;47.6652;-122.338;1390;4013;55.93497537081802;110.83593640066412;166.77091177148213
78;7237501190;20141010T000000;1780000.0;4;3.25;4890;13402;2.0;0.0;1066.21;0.0;3.0;13.0;4890.0;0.0;2004.0;0;98059;47.5303;-122.131;5790;13539;56.04116112470945;90.64352725940536;146.6846883841148
79;2193340140;20140814T000000;540000.0;4;2.5;1850;7850;2.0;0.0;1323.6;0.0;3.0;8.0;1850.0;0.0;1985.0;0;98052;47.6914;-122.103;1830;8140;21.451384895905363;99.36936549879319;120.82075039469855
80;1526300015;20140612T000000;397990.0;3;1.0;1180;11862;1.0;0.0;710.47;0.0;4.0;7.0;1180.0;0.0;1948.0;0;98177;47.7153;-122.363;1540;8100;71.74955719637133;106.35748384162322;178.10704103799455
81;3528000470;20140509T000000;851000.0;3;2.5;3560;107290;2.0;0.0;795.61;0.0;3.0;10.0;3560.0;0.0;1987.0;0;98053;47.6652;-122.049;3660;89298;33.34628431234304;127.62732173276713;160.97360604511016
82;5676000008;20150316T000000;99999999.0;3;2.5;1420;1269;3.0;0.0;811.14;0.0;3.0;7.0;1420.0;0.0;2007.0;0;98103;47.6904;-122.342;1420;1300;67.55416480504002;106.42979475116599;173.983959556206
83;192000120;20140520T000000;320000.0;3;1.75;1480;7225;1.0;0.0;807.65;0.0;4.0;7.0;1480.0;0.0;1965.0;0;98056;47.513;-122.185;1430;7201;41.049768658688954;103.92345146082342;144.97322011951238
84;1432900030;20141121T000000;225000.0;3;1.0;1410;7700;1.0;0.0;888.64;0.0;3.0;7.0;980.0;430.0;1962.0;0;98058;47.4577;-122.171;1510;7700;79.7518335903231;67.77655164555355;147.52838523587667
85;6450303950;20140505T000000;435000.0;5;2.0;1840;9240;1.0;0.0;601.86;0.0;4.0;7.0;1540.0;300.0;1942.0;1958;98133;47.7308;-122.34;1200;5250;46.81156813955865;108.614934722927;155.42650286248565
86;2722059183;20141014T000000;218500.0;4;1.75;1400;25500;1.0;0.0;721.43;0.0;4.0;7.0;1400.0;0.0;1964.0;0;98042;47.36;-122.164;2170;25500;74.06156409362063;100.65175475034638;174.71331884396702
87;5104511730;20150409T000000;549950.0;4;2.5;3780;6800;2.0;0.0;445.04;0.0;3.0;8.0;3780.0;0.0;2004.0;0;98038;47.3526;-122.012;3640;7326;39.87975333462659;92.70828596763104;132.58803930225764
88;3211101010;20150211T000000;319500.0;3;1.0;1190;8450;1.0;0.0;809.08;0.0;5.0;6.0;1190.0;0.0;1961.0;0;98059;47.4807;-122.157;1660;8450;69.75430599316007;127.94364242457436;197.69794841773444
89;1823049202;20140610T000000;175000.0;6;1.5;1930;8400;1.0;0.0;1329.56;0.0;3.0;7.0;1030.0;900.0;1971.0;0;98146;47.4869;-122.34;1780;9520;71.16173902087608;97.67881940619856;168.84055842707465
90;2726049034;20141110T000000;2000000.0;3;3.25;2610;16387;2.0;1.0;1190.01;4.0;3.0;9.0;2610.0;0.0;2006.0;0;98125;47.7175;-122.278;2590;12958;45.93382845326855;94.51038873964085;140.4442171929094
91;1442700360;20150320T000000;428000.0;3;2.25;2600;15000;2.0;0.0;969.6;0.0;3.0;9.0;2600.0;0.0;1978.0;0;98038;47.3719;-122.056;2380;15000;55.9922885930695;111.73111248995124;167.72340108302075
92;1423049029;20150306T000000;265000.0;4;1.75;1970;8390;1.0;0.0;1275.72;0.0;3.0;7.0;1140.0;830.0;1955.0;0;98178;47.4861;-122.251;1710;10890;69.74553153588643;84.61985760562527;154.36538914151168
93;3326059238;20150506T000000;500000.0;4;2.25;2050;7201;2.0;0.0;770.04;0.0;3.0;8.0;2050.0;0.0;1994.0;0;98033;47.7003;-122.165;1970;7350;10.491150583529631;94.43373328143451;104.92488386496414
94;4365200520;20150312T000000;490000.0;3;2.25;1410;7740;1.0;0.0;488.26;0.0;5.0;6.0;1410.0;0.0;1923.0;0;98126;47.523;-122.371;1220;7740;70.09468179944929;94.11209555955267;164.20677735900196
95;216500040;20150226T000000;259000.0;3;2.5;2740;7980;2.0;0.0;1115.99;0.0;4.0;7.0;2740.0;0.0;1964.0;0;98168;47.473;-122.3;1470;8611;26.001420648223245;86.47510952786409;112.47653017608734
96;9828701871;20150212T000000;570000.0;3;2.0;1400;1657;2.0;0.0;1402.87;0.0;3.0;8.0;1060.0;340.0;2004.0;0;98112;47.6196;-122.298;1540;2275;31.315176208555847;102.07046541837195;133.3856416269278
97;993001342;20140808T000000;397500.0;3;2.25;1430;1383;3.0;0.0;602.53;0.0;3.0;8.0;1430.0;0.0;2005.0;0;98103;47.6917;-122.341;1430;1347;62.12748528759222;131.09217493605513;193.21966022364734
98;3449000300;20140609T000000;379000.0;4;1.5;2020;7560;1.0;0.0;826.43;0.0;4.0;7.0;2020.0;0.0;1960.0;0;98059;47.502;-122.146;1410;8080;40.23678657564933;84.82608756661743;125.06287414226676
99;2475200330;20150403T000000;350000.0;3;2.25;2010;4400;1.5;0.0;937.25;0.0;3.0;7.0;2010.0;0.0;1986.0;0;98055;47.4735;-122.189;1720;4187;27.044682428804485;99.2268304746089;126.2715129034134
100;3586501085;20140808T000000;630000.0;4;2.5;2290;26720;2.0;0.0;951.54;0.0;3.0;8.0;2290.0;0.0;1977.0;0;98177;47.7502;-122.374;2290;26720;51.073415565217545;115.52586057604218;166.59927614125974
101;3307700405;20140723T000000;587100.0;2;1.0;1190;6967;1.0;0.0;823.23;0.0;3.0;7.0;1190.0;0.0;1946.0;0;98040;47.5896;-122.243;1700;6968;28.78667400737067;130.52751010316325;159.31418411053392
102;1523059180;20140923T000000;354900.0;3;1.0;1720;16552;1.0;0.0;966.57;0.0;4.0;7.0;1720.0;0.0;1971.0;0;98059;47.4772;-122.153;1550;15457;84.46817955268402;109.68448230823324;194.15266186091725
103;2023049218;20140716T000000;105500.0;2;1.0;930;7740;1.0;0.0;956.21;0.0;1.0;5.0;930.0;0.0;1932.0;0;98148;47.4611;-122.324;1620;8584;62.12182663369005;106.39836704783662;168.52019368152668
104;9201000030;20150313T000000;940000.0;4;2.75;3770;24897;2.0;0.0;735.34;2.0;4.0;8.0;2550.0;1220.0;1964.0;0;98075;47.5824;-122.078;2640;11502;34.06208906012706;91.79325520560442;125.85534426573147
105;1126059108;20150423T000000;1200000.0;4;3.5;3930;43560;2.0;0.0;950.42;0.0;3.0;10.0;3930.0;0.0;2003.0;0;98072;47.7497;-122.121;2860;36460;57.34501958306591;109.68033948439788;167.0253590674638
106;3634100030;20150109T000000;270000.0;4;2.0;1830;5220;1.5;0.0;1058.11;0.0;3.0;7.0;1830.0;0.0;1951.0;0;98118;47.5331;-122.278;1760;5757;84.8766000732454;89.6157624789453;174.49236255219068
107;3546000490;20141007T000000;290000.0;3;1.75;2060;7251;1.0;0.0;482.32;0.0;3.0;7.0;1350.0;710.0;1987.0;0;98030;47.3569;-122.175;1520;7582;71.09440473837014;79.5004598635868;150.59486460195694
108;3751604169;20150224T000000;279000.0;2;2.75;1770;10534;1.0;0.0;945.5;0.0;3.0;8.0;1210.0;560.0;2003.0;0;98001;47.2773;-122.276;1600;17400;61.01105757868784;104.08070070101493;165.0917582797028
109;2122059198;20140825T000000;335000.0;4;2.5;2370;6000;2.0;0.0;1037.51;0.0;3.0;8.0;2370.0;0.0;2001.0;0;98030;47.3732;-122.179;2190;6070;26.61565583373602;105.89793007723428;132.5135859109703
110;1121059105;20140708T000000;378500.0;3;2.5;2860;43821;2.0;0.0;1337.45;0.0;4.0;9.0;2860.0;0.0;1990.0;0;98092;47.3163;-122.142;2370;65340;29.261113926935685;96.95999750161923;126.2211114285549
111;1930300190;20140714T000000;716100.0;3;1.0;1640;4000;1.5;0.0;1177.97;0.0;5.0;7.0;1640.0;0.0;1909.0;0;98103;47.6563;-122.351;2140;4000;77.82730786647056;85.26597796432944;163.0932858308
112;7695470200;20141208T000000;600000.0;3;2.5;2680;43995;2.0;0.0;722.51;0.0;3.0;9.0;2680.0;0.0;1986.0;0;98077;47.7655;-122.086;2520;37277;48.43108854093409;94.81668534539608;143.24777388633018
113;7588700080;20150421T000000;925000.0;4;2.5;3350;4501;2.0;0.0;1516.39;0.0;3.0;9.0;2640.0;710.0;2002.0;0;98117;47.688;-122.379;1000;4500;69.06020470766424;115.89237046620892;184.95257517387316
114;4351300978;20140826T000000;787888.0;4;2.25;2580;21115;2.0;0.0;1147.95;0.0;4.0;9.0;2580.0;0.0;1977.0;0;98040;47.5566;-122.219;2690;10165;47.53861191996008;118.007878371452;165.54649029141208
115;1217000270;20140916T000000;338995.0;3;1.75;1320;9450;1.0;0.0;860.98;0.0;5.0;7.0;1320.0;0.0;1943.0;0;98166;47.4557;-122.348;1320;8315;27.450225648102084;85.78044104741085;113.23066669551292
116;686450490;20140929T000000;555000.0;3;2.0;2240;11250;1.0;0.0;800.19;0.0;3.0;8.0;2240.0;0.0;1968.0;0;98008;47.6371;-122.119;2200;12500;14.060109306354121;93.79685609689065;107.85696540324477
117;7300200400;20141105T000000;682000.0;4;2.25;2450;34092;2.0;0.0;617.84;0.0;4.0;8.0;2450.0;0.0;1980.0;0;98075;47.5751;-122.049;2410;35378;76.72937138107461;104.68230172802471;181.41167310909933
118;5379804730;20140718T000000;156000.0;3;1.0;770;9750;1.0;0.0;923.09;0.0;3.0;6.0;770.0;0.0;1941.0;0;98188;47.4509;-122.275;1560;10707;47.163065062787325;105.96845289418303;153.13151795697036
119;7940710070;20140822T000000;394000.0;3;2.5;1370;4400;1.0;0.0;903.68;0.0;3.0;8.0;1370.0;0.0;1988.0;0;98034;47.7139;-122.203;1630;4400;45.00771904246111;110.49668553232301;155.50440457478413
